,city,colleges,colleges_count,state_code,city_state
540,Bismarck,"['University of Mary', 'Rasmussen College']",2,ND,"Bismarck, ND"
541,Dickinson,['Dickinson State University'],1,ND,"Dickinson, ND"
542,Fargo,['North Dakota State University'],1,ND,"Fargo, ND"
543,Grand Forks,['University of North Dakota'],1,ND,"Grand Forks, ND"
544,Jamestown,['University of Jamestown'],1,ND,"Jamestown, ND"
545,Mayville,['Mayville State University'],1,ND,"Mayville, ND"
546,Minot,['Minot State University'],1,ND,"Minot, ND"
547,Valley City,['Valley City State University'],1,ND,"Valley City, ND"
548,Ada,['Ohio Northern University'],1,OH,"Ada, OH"
549,Akron,['University of Akron'],1,OH,"Akron, OH"
550,Alliance,['University of Mount Union'],1,OH,"Alliance, OH"
551,Ashland,['Ashland University'],1,OH,"Ashland, OH"
552,Athens,['Ohio University'],1,OH,"Athens, OH"
553,Berea,['Baldwin Wallace College'],1,OH,"Berea, OH"
554,Bluffton,['Bluffton University'],1,OH,"Bluffton, OH"
555,Bowling Green,['Bowling Green State University'],1,OH,"Bowling Green, OH"
556,Cedarville,['Cedarville University'],1,OH,"Cedarville, OH"
557,Columbus,"['Downtown', 'Capital University Law School', 'Columbus College of Art and Design', 'Franklin University', 'North Central neighborhood', 'Ohio Dominican University', 'University District', 'Ohio State University']",8,OH,"Columbus, OH"
558,Dayton,"['University of Dayton', 'Wright State University Boonshoft School of Medicine']",2,OH,"Dayton, OH"
559,Delaware,['Ohio Wesleyan University'],1,OH,"Delaware, OH"
560,Fairborn,['Wright State University'],1,OH,"Fairborn, OH"
561,Findlay,['University of Findlay'],1,OH,"Findlay, OH"
562,Gambier,['Kenyon College'],1,OH,"Gambier, OH"
563,Granville,['Denison University'],1,OH,"Granville, OH"
564,Hiram,['Hiram College'],1,OH,"Hiram, OH"
565,Kent,['Kent State University'],1,OH,"Kent, OH"
566,Nelsonville,['Hocking College'],1,OH,"Nelsonville, OH"
567,New Concord,['Muskingum College'],1,OH,"New Concord, OH"
568,Oberlin,['Oberlin College'],1,OH,"Oberlin, OH"
569,Oxford,['Miami University'],1,OH,"Oxford, OH"
570,Perrysburg,['Owens Community College'],1,OH,"Perrysburg, OH"
571,Rio Grande,['University of Rio Grande'],1,OH,"Rio Grande, OH"
572,Springfield,['Wittenberg University'],1,OH,"Springfield, OH"
573,Tiffin,"['Tiffin University', 'Heidelberg University']",2,OH,"Tiffin, OH"
574,Toledo,"['University of Toledo', 'University of Toledo College of Medicine and Life Sciences', 'Davis College', 'Mercy College of Ohio']",4,OH,"Toledo, OH"
575,Xenia,"['Wilberforce University', 'Central State University']",2,OH,"Xenia, OH"
576,Wooster,['College of Wooster'],1,OH,"Wooster, OH"
577,Yellow Springs,"['Antioch College', 'Antioch University Midwest']",2,OH,"Yellow Springs, OH"
578,Youngstown,['Youngstown State University'],1,OH,"Youngstown, OH"
579,Ada,['East Central University'],1,OK,"Ada, OK"
580,Alva,['Northwestern Oklahoma State University'],1,OK,"Alva, OK"
581,Bethany,['Southern Nazarene University'],1,OK,"Bethany, OK"
582,Durant,['Southeastern Oklahoma State University'],1,OK,"Durant, OK"
583,Edmond,"['University of Central Oklahoma', 'Oklahoma Christian University']",2,OK,"Edmond, OK"
584,Goodwell,['Oklahoma Panhandle State University'],1,OK,"Goodwell, OK"
585,Langston,['Langston University'],1,OK,"Langston, OK"
586,Lawton,['Cameron University'],1,OK,"Lawton, OK"
587,Midwest City,['Rose State College'],1,OK,"Midwest City, OK"
588,Norman,['University of Oklahoma'],1,OK,"Norman, OK"
589,Oklahoma City,"['Oklahoma City University', 'University of Oklahoma', 'OU Medicine', 'University of Oklahoma Health Sciences Center', 'Oklahoma State University–Oklahoma City']",5,OK,"Oklahoma City, OK"
590,Stillwater,['Oklahoma State University'],1,OK,"Stillwater, OK"
591,Tahlequah,['Northeastern State University'],1,OK,"Tahlequah, OK"
592,Tulsa,['University of Tulsa'],1,OK,"Tulsa, OK"
593,Weatherford,['Southwestern Oklahoma State University'],1,OK,"Weatherford, OK"
594,Ashland,['Southern Oregon University'],1,OR,"Ashland, OR"
595,Corvallis,['Oregon State University'],1,OR,"Corvallis, OR"
596,Eugene,"['University of Oregon', 'Lane Community College', 'Northwest Christian University']",3,OR,"Eugene, OR"
597,Forest Grove,['Pacific University'],1,OR,"Forest Grove, OR"
598,Klamath Falls,"['Klamath Community College', 'Oregon Institute of Technology']",2,OR,"Klamath Falls, OR"
599,La Grande,['Eastern Oregon University'],1,OR,"La Grande, OR"
600,Lebanon,"['Western University of Health Sciences', 'College of Osteopathic Medicine of the Pacific, Northwest']",2,OR,"Lebanon, OR"
601,Marylhurst,['Marylhurst University'],1,OR,"Marylhurst, OR"
602,McMinnville,['Linfield College'],1,OR,"McMinnville, OR"
603,Monmouth,['Western Oregon University'],1,OR,"Monmouth, OR"
604,Newberg,['George Fox University'],1,OR,"Newberg, OR"
605,Salem,"['Chemeketa Community College', 'Corban University', 'Tokyo International University of America', 'Willamette University']",4,OR,"Salem, OR"
606,Abington Township,['Penn State Abington'],1,PA,"Abington Township, PA"
607,Allentown,"['Cedar Crest College', 'Muhlenberg College', 'Lehigh Carbon Community College']",3,PA,"Allentown, PA"
608,Altoona,['Penn State Altoona'],1,PA,"Altoona, PA"
609,Lebanon,['Lebanon Valley College'],1,PA,"Lebanon, PA"
610,Bethlehem,"['Lehigh University', 'Moravian College']",2,PA,"Bethlehem, PA"
611,Bloomsburg,['Bloomsburg University of Pennsylvania'],1,PA,"Bloomsburg, PA"
612,Bradford,['University of Pittsburgh at Bradford'],1,PA,"Bradford, PA"
613,California,['California University of Pennsylvania'],1,PA,"California, PA"
614,Carlisle,"['Dickinson College', 'Penn State Dickinson School of Law']",2,PA,"Carlisle, PA"
615,"Center Township, Beaver County",['Penn State Beaver'],1,PA,"Center Township, Beaver County, PA"
616,Coopersburg,"['DeSales University', 'Penn State Lehigh Valley', 'Strayer University']",3,PA,"Coopersburg, PA"
617,Chambersburg,['Wilson College'],1,PA,"Chambersburg, PA"
618,Clarion,['Clarion University of Pennsylvania'],1,PA,"Clarion, PA"
619,Collegeville,['Ursinus College'],1,PA,"Collegeville, PA"
620,Cresson,['Mount Aloysius College'],1,PA,"Cresson, PA"
621,Dunmore,['Pennsylvania State University'],1,PA,"Dunmore, PA"
622,Easton,['Lafayette College'],1,PA,"Easton, PA"
623,East Stroudsburg,['East Stroudsburg University of Pennsylvania'],1,PA,"East Stroudsburg, PA"
624,Edinboro,['Edinboro University of Pennsylvania'],1,PA,"Edinboro, PA"
625,Erie,"['Gannon University', 'Mercyhurst College', 'Penn State Erie', 'Lake Erie College of Osteopathic Medicine']",4,PA,"Erie, PA"
626,Gettysburg,['Gettysburg College'],1,PA,"Gettysburg, PA"
627,Glenside,['Arcadia University'],1,PA,"Glenside, PA"
628,Grantham,['Messiah College'],1,PA,"Grantham, PA"
629,Greensburg,"['Seton Hill University', 'University of Pittsburgh at Greensburg', 'Lake Erie College of Osteopathic Medicine']",3,PA,"Greensburg, PA"
630,Grove City,['Grove City College'],1,PA,"Grove City, PA"
631,Harrisburg,"['Temple University', 'Widener University Harrisburg Campus', 'School of Law', 'Harrisburg University of Science and Technology', ""Messiah College's Harrisburg Institute"", 'Penn State Harrisburg Eastgate Center', 'Dixon University Center', 'Harrisburg Area Community College']",8,PA,"Harrisburg, PA"
632,Hershey,['Penn State Hershey Medical Center'],1,PA,"Hershey, PA"
633,Huntingdon,['Juniata College'],1,PA,"Huntingdon, PA"
634,Indiana,['Indiana University of Pennsylvania'],1,PA,"Indiana, PA"
635,Johnstown,"['Richland Township', 'University of Pittsburgh at Johnstown']",2,PA,"Johnstown, PA"
636,Kennett Square,"['University of Pennsylvania', 'School of Veterinary Medicine']",2,PA,"Kennett Square, PA"
637,Kutztown,['Kutztown University of Pennsylvania'],1,PA,"Kutztown, PA"
638,Lancaster,['Franklin & Marshall'],1,PA,"Lancaster, PA"
639,Lemoyne,['Duquesne University'],1,PA,"Lemoyne, PA"
640,Lewisburg,['Bucknell University'],1,PA,"Lewisburg, PA"
641,Lock Haven,['Lock Haven University of Pennsylvania'],1,PA,"Lock Haven, PA"
642,Loretto,['St. Francis University'],1,PA,"Loretto, PA"
643,Lower Merion Township,"['Bryn Mawr College', 'Haverford College', 'Harcum College', 'Rosemont College', 'St. Charles Borromeo Seminary', 'Merion', ""Saint Joseph's University""]",7,PA,"Lower Merion Township, PA"
644,Mansfield,['Mansfield University of Pennsylvania'],1,PA,"Mansfield, PA"
645,Meadville,['Allegheny College'],1,PA,"Meadville, PA"
646,Mechanicsburg,['Messiah College'],1,PA,"Mechanicsburg, PA"
647,Mont Alto,['Penn State Mont Alto'],1,PA,"Mont Alto, PA"
648,Millersville,['Millersville University of Pennsylvania'],1,PA,"Millersville, PA"
649,New Wilmington,['Westminster College'],1,PA,"New Wilmington, PA"
650,North East,['Mercyhurst North East'],1,PA,"North East, PA"
651,Reading,"['Albright College', 'Alvernia University', 'Penn State Berks']",3,PA,"Reading, PA"
652,Scranton,"['University of Scranton', 'The Commonwealth Medical College', 'Johnson College', 'Lackawanna College', 'Marywood University', 'Fortis Institute']",6,PA,"Scranton, PA"
653,Selinsgrove,['Susquehanna University'],1,PA,"Selinsgrove, PA"
654,Shippensburg Township,['Shippensburg University of Pennsylvania'],1,PA,"Shippensburg Township, PA"
655,Slippery Rock,['Slippery Rock University of Pennsylvania'],1,PA,"Slippery Rock, PA"
656,State College,"['Downtown State College', 'Pennsylvania State University']",2,PA,"State College, PA"
657,Summerdale,['Central Penn College'],1,PA,"Summerdale, PA"
658,Swarthmore,['Swarthmore College'],1,PA,"Swarthmore, PA"
659,Upper Dublin Township,"['Temple University', 'DeVry University', 'Gwynedd Mercy College']",3,PA,"Upper Dublin Township, PA"
660,Villanova,['Villanova University'],1,PA,"Villanova, PA"
661,Waynesburg,['Waynesburg University'],1,PA,"Waynesburg, PA"
662,West Chester,['West Chester University of Pennsylvania'],1,PA,"West Chester, PA"
663,Wilkes-Barre,"[""King's College"", 'Wilkes University']",2,PA,"Wilkes-Barre, PA"
664,Williamsport,"['Lycoming College', 'Pennsylvania College of Technology']",2,PA,"Williamsport, PA"
665,Bristol,['Roger Williams University'],1,RI,"Bristol, RI"
666,Kingston,['University of Rhode Island'],1,RI,"Kingston, RI"
667,Newport,['Salve Regina University'],1,RI,"Newport, RI"
668,Providence,"['College Hill', 'Brown University', 'Rhode Island School of Design', 'Downtown', 'University of Rhode Island', 'Roger Williams University', 'Elmhurst', 'Providence College', 'Jewelry District', 'Brown University', 'Alpert Medical School', 'Johnson and Wales University', 'Lower South Providence', 'Community College of Rhode Island', 'Manton', 'Rhode Island College']",16,RI,"Providence, RI"
669,Smithfield,['Bryant University'],1,RI,"Smithfield, RI"
670,Warwick,['Community College of Rhode Island'],1,RI,"Warwick, RI"
671,Beaufort,['University of South Carolina Beaufort'],1,SC,"Beaufort, SC"
672,Central,['Southern Wesleyan University'],1,SC,"Central, SC"
673,Charleston,"['College of Charleston', 'The Citadel', 'MUSC', 'Charleston School of Law']",4,SC,"Charleston, SC"
674,Clemson,['Clemson University'],1,SC,"Clemson, SC"
675,Clinton,['Presbyterian College'],1,SC,"Clinton, SC"
676,Columbia,['University of South Carolina'],1,SC,"Columbia, SC"
677,Due West,['Erskine College'],1,SC,"Due West, SC"
678,Florence,['Francis Marion University'],1,SC,"Florence, SC"
679,Greenwood,['Lander University'],1,SC,"Greenwood, SC"
680,North Charleston,"['Charleston Southern University', 'Trident Technical College']",2,SC,"North Charleston, SC"
681,Orangeburg,"['South Carolina State University', 'Claflin University']",2,SC,"Orangeburg, SC"
682,Rock Hill,['Winthrop University'],1,SC,"Rock Hill, SC"
683,Spartanburg,"['Wofford College', 'Converse College', 'University of South Carolina Upstate', 'Spartanburg Methodist College', 'Edward Via College of Osteopathic Medicine', 'Spartanburg Community College', 'Virginia College', 'Sherman College of Chiropractic']",8,SC,"Spartanburg, SC"
684,Aberdeen,[],0,SD,"Aberdeen, SD"
685,Brookings,['South Dakota State University'],1,SD,"Brookings, SD"
686,Madison,['Dakota State University'],1,SD,"Madison, SD"
687,Mitchell,[],0,SD,"Mitchell, SD"
688,Rapid City,[],0,SD,"Rapid City, SD"
689,Sioux Falls,"['University of Sioux Falls', 'Augustana University', 'Sioux Falls Seminary', 'National American University', 'South Dakota School for the Deaf', 'Globe University/Minnesota School of Business', 'South Dakota Public Universities and Research Center', 'USDSU']",8,SD,"Sioux Falls, SD"
690,Spearfish,['Black Hills State University'],1,SD,"Spearfish, SD"
691,Vermillion,['University of South Dakota'],1,SD,"Vermillion, SD"
692,Chattanooga,['University of Tennessee at Chattanooga'],1,TN,"Chattanooga, TN"
693,Clarksville,"['Austin Peay State University', 'Miller-Motte Technical College', 'Nashville State Community College', 'Daymar Institute', 'North Tennessee Bible Institute']",5,TN,"Clarksville, TN"
694,Collegedale,['Southern Adventist University'],1,TN,"Collegedale, TN"
695,Cookeville,['Tennessee Technological University'],1,TN,"Cookeville, TN"
696,Harrogate,['Lincoln Memorial University'],1,TN,"Harrogate, TN"
697,Henderson,['Freed-Hardeman University'],1,TN,"Henderson, TN"
698,Johnson City,['East Tennessee State University'],1,TN,"Johnson City, TN"
699,Knoxville,"['University of Tennessee', 'Duncan School of Law (Lincoln Memorial Univ.)']",2,TN,"Knoxville, TN"
700,Lebanon,['Cumberland University'],1,TN,"Lebanon, TN"
701,Martin,['University of Tennessee at Martin'],1,TN,"Martin, TN"
702,Memphis,"['Baptist College of Health Sciences', 'Christian Brothers University', 'LeMoyne-Owen College', 'Memphis College of Art', 'Rhodes College', 'Southern College of Optometry', 'Southwest Tennessee Community College', 'Union University', 'University of Memphis', 'University of Tennessee Health Science Center']",10,TN,"Memphis, TN"
703,Mc Kenzie,['Bethel University'],1,TN,"Mc Kenzie, TN"
704,Murfreesboro,['Middle Tennessee State University'],1,TN,"Murfreesboro, TN"
705,Nashville,"['Vanderbilt University', 'Belmont University', 'Tennessee State University', 'Lipscomb University', 'Fisk University', 'Aquinas College', 'Trevecca Nazarene University', 'Meharry Medical College', 'Nashville School of Law']",9,TN,"Nashville, TN"
706,Sewanee,['Sewanee: the University of the South'],1,TN,"Sewanee, TN"
707,Abilene,"['Abilene Christian University', 'Hardin-Simmons University', 'McMurry University']",3,TX,"Abilene, TX"
708,Alpine,['Sul Ross State University'],1,TX,"Alpine, TX"
709,Amarillo,"['Wayland Baptist University', 'Texas Tech University Health Sciences Center', 'at Amarillo', 'Texas Tech University at Amarillo', 'West Texas A&M University']",5,TX,"Amarillo, TX"
710,Arlington,['University of Texas at Arlington'],1,TX,"Arlington, TX"
711,Beaumont,['Lamar University'],1,TX,"Beaumont, TX"
712,Belton,['University of Mary Hardin-Baylor'],1,TX,"Belton, TX"
713,Big Spring,['Howard College'],1,TX,"Big Spring, TX"
714,Brownsville,['The University of Texas Rio Grande Valley'],1,TX,"Brownsville, TX"
715,Bryan,"['Blinn College', 'Texas A&M Health Science Center']",2,TX,"Bryan, TX"
716,Canyon,['West Texas A&M University'],1,TX,"Canyon, TX"
717,Carrollton,[],0,TX,"Carrollton, TX"
718,College Station,['Texas A&M University'],1,TX,"College Station, TX"
719,Commerce,['Texas A&M University–Commerce'],1,TX,"Commerce, TX"
720,Corpus Christi,"['Texas A&M University-Corpus Christi', 'Del Mar College', 'Saint Leo University-Corpus Christi']",3,TX,"Corpus Christi, TX"
721,Denton,"['University of North Texas', ""Texas Woman's University"", 'Texas A&M University Baylor College of Dentistry']",3,TX,"Denton, TX"
722,Edinburg,['University of Texas Rio Grande Valley'],1,TX,"Edinburg, TX"
723,El Paso,['University of Texas at El Paso'],1,TX,"El Paso, TX"
724,Fort Worth,"['Texas Christian University', 'Texas Wesleyan University', 'Texas A&M School of Law']",3,TX,"Fort Worth, TX"
725,Galveston,['Texas A&M University at Galveston'],1,TX,"Galveston, TX"
726,Georgetown,['Southwestern University'],1,TX,"Georgetown, TX"
727,Garland,['Amberton University'],1,TX,"Garland, TX"
728,Grand Prairie,[],0,TX,"Grand Prairie, TX"
729,Huntsville,['Sam Houston State University'],1,TX,"Huntsville, TX"
730,Irving,"['University of Dallas', 'North Lake College']",2,TX,"Irving, TX"
731,Keene,['Southwestern Adventist University'],1,TX,"Keene, TX"
732,Killeen,"['Central Texas College', 'Texas A&M University-Central Texas']",2,TX,"Killeen, TX"
733,Kingsville,['Texas A&M University–Kingsville'],1,TX,"Kingsville, TX"
